id,price
0,2930.0464426584845
1,2947.8675295131106
2,3566.102976392713
3,3197.3012131750015
4,5254.215140814472
5,491.63896680739083
6,780.1667895683694
7,894.6977835252549
8,7776.368192941442
9,5357.893314054607
10,1982.8668357496417
11,3639.019396330877
12,6958.152062105428
13,4057.380362667202
14,2029.053436720824
15,4600.547320335299
16,724.1473314356068
17,14532.86088272506
18,7620.497513365414
19,13575.37572459705
20,4178.13345662934
21,3088.359678763888
22,603.5015317493506
23,864.7068893700041
24,7544.9247662473645
25,7193.078717758174
26,5344.539921062908
27,9977.549039064472
28,6523.1684498929
29,3821.847007403844
30,5921.516987272381
31,4940.8303557191475
32,1095.354531300628
33,2164.9792725578723
34,590.0323724622206
35,3962.1892117061407
36,5553.495012154155
37,1642.312129161239
38,761.5821872924887
39,1021.7269824392026
40,785.1412341713317
41,3746.5431836464545
42,751.446921295137
43,11103.942807660951
44,1598.0528464935696
45,3819.8953088936682
46,3259.1624325350444
47,5142.3169720043215
48,1010.7491277632778
49,2518.425944752881
50,504.51623060351943
51,12318.043931485625
52,816.1416486884588
53,607.9353766773091
54,764.9522651628641
55,582.3007752857148
56,3080.6216562251398
57,483.95058921933634
58,680.7347668233808
59,7823.1018582292545
60,1967.3541429899856
61,3974.551374277377
62,644.7618002839524
63,2851.3148164200265
64,1866.5667419624324
65,950.7388302003715
66,1775.4746025373477
67,5400.236047841964
68,4186.354980508547
69,665.971317890705
70,836.1198991738707
71,828.9247658598945
72,5957.892480574194
73,2501.4010245414984
74,1415.2286403454023
75,8771.467405859743
76,1093.319066683863
77,1387.100434796634
78,450.05323092651224
79,2388.422315698489
80,1971.7094218080754
81,820.4516053522321
82,6749.021783720691
83,5242.947166209324
84,566.0254575151155
85,4899.884131965669
86,914.9561925810234
87,648.3481159936958
88,2384.0336853696153
89,592.7739639566391
90,10481.050830962524
91,7156.2635316394
92,1337.5039590967197
93,6532.127318796509
94,7405.303660987059
95,8112.16975263463
96,2995.89891522017
97,1102.5155628397001
98,13938.486561943786
99,9225.653064569751
100,584.8020690132553
101,7137.438234821788
102,9559.273540336682
103,5928.073570231083
104,1669.0250540547165
105,6158.598934343833
106,928.0951052790185
107,4263.925662008142
108,6708.353454908911
109,578.0295937052781
110,2507.3374936270257
111,577.3670999655058
112,848.229368877035
113,1464.9221594675273
114,6685.767659009641
115,743.2851223128986
116,2538.5564088136043
117,12609.784708167794
118,4188.008193774568
119,483.12165956529896
120,2376.1436736143896
121,868.0272279368456
122,4380.047220700242
123,13710.979131324806
124,1095.0188828765533
125,3541.0723351751317
126,6183.499698661806
127,4208.68416151389
128,742.9603299113016
129,750.7080805097701
130,17629.878080866518
131,13726.207446775636
132,1678.7137999083382
133,6786.228974813036
134,863.4370642492488
135,3780.3612044821257
136,2969.3958754493065
137,1575.4842862907606
138,9083.672336898751
139,5720.890695105
140,3101.7867646996224
141,559.8977585808713
142,903.7460446405848
143,926.9545460634436
144,1568.6333675430487
145,9788.54442949374
146,4525.370661966033
147,5178.6019346426265
148,983.3516060669001
149,13402.783445357645
150,4593.975755174627
151,705.4341250003595
152,2078.708734454409
153,9291.29148547813
154,5634.602226236842
155,799.0914210277354
156,10538.47590684146
157,990.0572068789987
158,1554.8292089720278
159,6113.712207680105
160,10626.2614112075
161,971.9106192941804
162,1532.4605054555752
163,484.4330997495056
164,2095.161737903251
165,9402.225506379124
166,6368.04925296517
167,14696.056058466611
168,408.9406016876909
169,2377.6124297253095
170,3932.3911961107065
171,2951.2420745711706
172,8764.097995915792
173,3405.862384640657
174,889.6136951012612
175,512.5642847678241
176,16300.572963097025
177,898.3622838314236
178,6556.902297706299
179,6836.688749096755
180,14259.4310620579
181,6788.122523219064
182,3770.437386001856
183,5367.482760866277
184,830.8290219751003
185,830.1575841519722
186,7838.499332590862
187,850.1483077261433
188,746.6867598606348
189,9587.958576582487
190,4604.477943392509
191,2665.7308808120238
192,15933.46088831929
193,17709.387207920325
194,5355.745614967808
195,8439.470677318192
196,742.370103122616
197,3290.710442429007
198,1201.6512193477035
199,3912.55579918143
200,10081.058307320145
201,4014.0075913563333
202,5925.608894585507
203,3993.0753988168904
204,865.6283480444368
205,5350.721023977187
206,594.1392039292838
207,8953.051014285325
208,1114.2094807946728
209,2375.953939293749
210,1616.1863742032263
211,1006.657279381745
212,2840.0553351912936
213,1209.6632072037205
214,607.084041595876
215,1944.2452031636585
216,2492.924417211167
217,536.4284265740664
218,6578.8300056621365
219,2078.4919645997043
220,719.0306488693434
221,4978.860469298148
222,848.7925832531315
223,1018.20177608277
224,2831.48645038633
225,2174.507021270235
226,728.0425434638097
227,8002.808058036153
228,872.9109735327728
229,864.6992087369816
230,1556.1592247271014
231,15238.839298712855
232,10923.29577510145
233,1716.0161404153057
234,1420.8407850633844
235,8971.294819236711
236,3436.723930538483
237,1268.8030938458971
238,3863.8407479883076
239,11920.32750005215
240,2746.37649916021
241,696.2750657824882
242,4297.093172281721
243,493.90826730216037
244,2555.9658006792783
245,10107.819733483197
246,10369.7044650159
247,737.8789221813037
248,731.3948526163575
249,14829.834311051129
250,4330.411858907808
251,15759.688387475897
252,4443.437016057011
253,3781.932270755549
254,4654.386640475167
255,1808.63955041282
256,552.8354246400698
257,1343.688549413194
258,2370.913508046123
259,3604.362392969018
260,9667.809483957028
261,2735.957803082449
262,717.4539107341144
263,821.4586080440876
264,4612.226253327976
265,4122.472391379996
266,767.9145309934422
267,1488.9069515023093
268,8842.96305368431
269,5553.538497770247
270,4718.9197543889995
271,6749.151710509061
272,842.335033360264
273,7276.889014433497
274,4174.369389480168
275,3253.0015843296114
276,6437.128169388765
277,6025.344019073889
278,5254.194600473315
279,1005.956117523016
280,4602.687578357428
281,15235.801169853876
282,7475.057754310591
283,1036.1878960960241
284,9031.5494450812
285,581.8779882997704
286,14077.392543533375
287,5598.8298814611
288,546.9766502903583
289,10597.713421422779
290,574.8032000524961
291,1043.3449147379315
292,1803.0836158648294
293,5341.308810778846
294,733.853491738244
295,1426.7495973127825
296,3569.6673784319846
297,2754.411258326863
298,1054.321099065072
299,5765.156303231522
300,758.9780229448078
301,1231.9498742482413
302,793.563224805791
303,983.8942759127084
304,759.7775829840017
305,581.728743031833
306,1113.0993398249452
307,5546.487246390783
308,2244.702858024722
309,726.1443235660713
310,552.4680536597431
311,601.1103641158264
312,3043.80351911753
313,1684.7014073740945
314,1406.7488024791655
315,616.6416478162088
316,10146.69454028104
317,580.4693560025215
318,7571.087536245732
319,654.8292675829879
320,575.1074656476786
321,12122.195778277712
322,4774.7543703770825
323,3334.8976019113156
324,2156.6920763900816
325,1447.1545963440078
326,965.317547359985
327,2962.9745390828925
328,910.3904414212225
329,4741.859300036091
330,893.1734749640566
331,669.556924418624
332,734.2020657276901
333,543.3738972967784
334,6564.007634846893
335,3040.697520002649
336,1581.7467746312523
337,2692.1905905090043
338,1932.681026601205
339,3279.6793393433654
340,3924.7578048426485
341,6607.168571994563
342,1970.5427704293907
343,1310.5615514012854
344,6206.664302397204
345,4629.196804908402
346,2650.395239380792
347,7412.650578459669
348,3465.1029484102837
349,4112.079062138857
350,11722.596769739886
351,14086.689593089026
352,2398.496503508481
353,12855.32580974861
354,3691.3181745781276
355,657.431904263509
356,3619.261844155191
357,1827.228857030851
358,3165.004324049721
359,3517.157313278512
360,483.71229741269076
361,778.6222337987418
362,13440.520734384108
363,6841.161022029307
364,1534.0998848051036
365,746.7687380257574
366,2012.3405518917157
367,959.1133234269555
368,906.2040197047751
369,6311.240645472464
370,5741.820169563091
371,7807.417837649127
372,4277.206325905404
373,12242.687675473459
374,5268.47147119195
375,2064.196559555826
376,3370.867337360079
377,635.3869913110494
378,1669.730492224706
379,858.9817754509708
380,2242.836927947486
381,1042.0473119861754
382,1895.9123161005734
383,483.42346250246726
384,2223.9169362633083
385,910.6632499217253
386,6107.990282937922
387,12170.630832496465
388,4238.771666882677
389,3561.9463558739026
390,3599.9176600471546
391,5516.963754164009
392,593.7715575919731
393,802.6669645851993
394,3532.6934040044416
395,977.7262679744683
396,16472.36175311163
397,1990.7487665725898
398,776.8366586504508
